Source,Affiliation,Institution,Country,DOI,ORCID,gleif,grid,psi,wikidata,isni
CrossRef,"Department of Dermatology, Baylor College of Medicine, Houston, Texas","Department of Dermatology, Baylor College of Medicine",US,10.1001/jamadermatol.2015.4992,,,,,,
CrossRef,Department of Urology; University of Rochester Medical Center; Rochester NY USA,Department of Urology; University of Rochester Medical Center;,US,10.1111/bju.13181,,,,,,
CrossRef,Department of Dermatology; National Taiwan University Hospital and National Taiwan University College of Medicine; Taipei Taiwan,Department of Dermatology; National Taiwan University Hospital and National Taiwan University College of Medicine;,TW,10.1111/jdv.13357,,,,,,
CrossRef,University College London; UK,University College London;,UK,10.1002/9781118410868.wbehibs497,,,,,,
CrossRef,Private Dental Practice; Turramurra New South Wales,Private Dental Practice; Turramurra New South Wales,,10.1111/adj.12223,,,,,,
CrossRef,Biomembrane Laboratory; Department of Biochemistry; School of Life Sciences; Bharathidasan University; Tiruchirappalli Tamilnadu 620024 India,Biomembrane Laboratory; Department of Biochemistry; School of Life Sciences; Bharathidasan University;,IN,10.1002/tox.22124,,,,,,
CrossRef,"Department of Physical Therapy, Division of Health Science, Baekseok University, Cheonan, Republic of Korea","Department of Physical Therapy, Division of Health Science, Baekseok University",,10.14474/ptrs.2016.5.3.149,,,,,,
CrossRef,University of Adelaide; School of Psychology; North Terrace; Adelaide; South Australia; 5200,University of Adelaide; School of Psychology;,,10.1111/j.1467-8551.2011.00778.x,,,,,,
CrossRef,"Faculty of Human Sciences, Tezukayama-gakuin University","Faculty of Human Sciences, Tezukayama-gakuin University",,10.3164/jcbn.15-44,,,,,,
CrossRef,"Karadeniz Teknik University,  Turkey; Afyon Kocatepe University",Karadeniz Teknik University,,10.1590/s0103-636x2013000100011,,,,,,
CrossRef,Instituto Agronômico,Instituto AgronA? ?mico,,10.1590/s0006-87051977000100015,,,,,,
CrossRef,"Department of Neurosurgery, Yamaguchi University School of Medicine","Department of Neurosurgery, Yamaguchi University School of Medicine",,10.7887/jcns.18.562,,,,,,
CrossRef,Faculty of Chemistry; Bu-Ali Sina University; Hamedan 6517838683 IR Iran,Faculty of Chemistry; Bu-Ali Sina University;,IR,10.1002/aoc.3491,,,,,,
CrossRef,"National Research Institute of Aquaculture, Fisheries Research and Educatioin Agency","National Research Institute of Aquaculture, Fisheries Research and Educatioin Agency",,10.2331/suisan.wa2303,,,,,,
CrossRef,"Automobile Control and Diagnosis Technology, AJOU Motor College, Korea","Automobile Control and Diagnosis Technology, AJOU Motor College",KR,10.1166/asl.2016.7948,,,,,,
CrossRef,University of Houston-Clear Lake; Houston Texas,University of Houston-Clear Lake; Houston Texas,US,10.1002/9781118660584.ese1163,,,,,,
CrossRef,"Universidade Federal Fluminense,  Brasil",Universidade Federal Fluminense,BR,10.1590/s1984-29612013000200049,,,,,,
CrossRef,"Instituto Tecnológico de Aeronáutica,  Brasil",Instituto TecnolA?3gico de AeronA?¡utica,BR,10.1590/s0103-17592010000600009,,,,,,
CrossRef,Department of Pharmacology; Key Laboratory of Medical Neurobiology of the Ministry of Health of China; Zhejiang Province Key Laboratory of Neurobiology; College of Pharmaceutical Sciences; Zhejiang University; Hangzhou China,Department of Pharmacology; Key Laboratory of Medical Neurobiology of the Ministry of Health of China; Zhejiang Province Key Laboratory of Neurobiology; College of Pharmaceutical Sciences; Zhejiang University;,CN,10.1111/cns.12379,,,,,,
CrossRef,University of Pittsburgh; USA,University of Pittsburgh;,US,10.1002/9781118663202.wberen269,,,,,,
CrossRef,Department of Statistics; University of California; Davis CA USA,Department of Statistics; University of California; Davis CA,US,10.1111/jtsa.12192,,,,,,
CrossRef,Department of Chemistry; The University of Suwon; Hwaseong 18323 Korea,Department of Chemistry; The University of Suwon;,KR,10.1002/adv.21771,,,,,,
CrossRef,"University of Pretoria, South Africa",University of Pretoria,ZA,10.4018/978-1-59140-708-9.ch002,,,,,,
CrossRef,"UNESP,  Brazil",UNESP,BR,10.1590/s0100-06832013000600018,,,,,,
CrossRef,"Department of Laboratory Medicine, The Third Affiliated Hospital of Southern Medical University, Guangzhou, Guangdong, P.R. China","Department of Laboratory Medicine, The Third Affiliated Hospital of Southern Medical University",CN,10.3892/or.2017.5425,,,,,,
CrossRef,"Diabetes Student Scientific Society at the Department of Internal Diseases, Diabetology and Clinical Pharmacology, Medical University of Lodz, Lodz, Poland",Diabetes Student Scientific Society at the Department of Internal Diseases,PL,10.1155/2017/9270549,,,,,,
CrossRef,"Department of Public Health, University of Aberdeen, UK","Department of Public Health, University of Aberdeen",UK,10.3310/hta10030,,,,,,
CrossRef,"NamesforLife, LLC","NamesforLife, LLC",,10.1601/tx.4460,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,"The Hong Kong Polytechnic University, Hong Kong, China",The Hong Kong Polytechnic University,CN,10.4018/ijcallt.2015010102,,,,,,
CrossRef,"Department of Chemistry; University of Oxford, Chemistry Research Laboratory; 12 Mansfield Road OX1 3TA Oxford UK","Department of Chemistry; University of Oxford, Chemistry Research Laboratory;",UK,10.1002/anie.201609309,http://orcid.org/0000-0002-7831-1410,,,,,
CrossRef,"Department of Paediatrics, College of Medicine; University of Ibadan; Ibadan Nigeria","Department of Paediatrics, College of Medicine; University of Ibadan;",NG,10.1002/pbc.24698,,,,,,
CrossRef,Wuhan University; China,Wuhan University;,CN,10.1111/phor.12015,,,,,,
CrossRef,"Section of Functional Morphology, Faculty of Pharmaceutical Sciences; Nagasaki International University; Sasebo Nagasaki Japan","Section of Functional Morphology, Faculty of Pharmaceutical Sciences; Nagasaki International University;",JP,10.1002/cm.21363,,,,,,
CrossRef,"Pediatric Department, “Magna Graecia” University of Catanzaro, Località Germaneto, Viale Europa, 88100 Catanzaro, Italy","Pediatric Department, a?Magna Graeciaa? University of Catanzaro, LocalitA?  Germaneto",IT,10.1155/2014/785454,,,,,,
CrossRef,"Viçosa Federal University,  Brazil",ViA?§osa Federal University,BR,10.1590/s0036-46652000000200003,,,,,,
CrossRef,Department of Anaesthesiology and Reanimation; Sakarya University Faculty of Medicine; Sakarya Turkey,Department of Anaesthesiology and Reanimation; Sakarya University Faculty of Medicine;,TR,10.1111/jcpt.12228,,,,,,
CrossRef,Radiochemistry Department; China Institute of Atomic Energy; P. O. Box 275-26 Beijing 102413 China,Radiochemistry Department; China Institute of Atomic Energy;,CN,10.1002/anie.201510712,,,,,,
CrossRef,"Department of Medicine (Gastroenterology) and Pathology, University of British Columbia, Vancouver, British Columbia, Canada","Department of Medicine (Gastroenterology) and Pathology, University of British Columbia",CA,10.1155/2000/294195,,,,,,
CrossRef,"College of Science, Nanjing Univ. of Aeronautics and Astronautics, Nanjing 210016, CN.","College of Science, Nanjing Univ. of Aeronautics and Astronautics",,10.1520/jte20140477,,,,,,
CrossRef,"Peking University First Hospital,  China",Peking University First Hospital,CN,10.1590/1678-4324-2016150510,,,,,,
CrossRef,"Faculty of Engineering, Kyoto University","Faculty of Engineering, Kyoto University",,10.2355/tetsutohagane1955.68.2_292,,,,,,
CrossRef,"Jagiellonian University, Poland",Jagiellonian University,PL,10.4018/978-1-4666-9905-2.ch007,,,,,,
CrossRef,"Graduate School of Engineering, Tokyo University of Science","Graduate School of Engineering, Tokyo University of Science",,10.1587/comex.2017xbl0001,,,,,,
CrossRef,"Department of Electrical Engineering, Southern Taiwan University of Science and Technology, 1 Nan-Tai Street, Yong-Kang District, Tainan City 710, Taiwan","Department of Electrical Engineering, Southern Taiwan University of Science and Technology",TW,10.1155/2013/919318,http://orcid.org/0000-0002-5203-0813,,,,,
CrossRef,"Department of Plastic and Maxillofacial Surgery; Uppsala University Hospital and Department of Surgical Sciences, Uppsala University; Sweden","Department of Plastic and Maxillofacial Surgery; Uppsala University Hospital and Department of Surgical Sciences, Uppsala University;",SE,10.1002/micr.22311,,,,,,
CrossRef,Assistant professor of political science at the University of Massachusetts; Lowell,Assistant professor of political science at the University of Massachusetts; Lowell,US,10.1111/laps.12022,,,,,,
CrossRef,"Department of Anesthesiolgy and Pain Medicine, Konkuk University Hospital, Konkuk University School of Medicine, Seoul, Korea.","Department of Anesthesiolgy and Pain Medicine, Konkuk University Hospital, Konkuk University School of Medicine",KR,10.4097/kjae.2007.52.2.231,,,,,,
CrossRef,"Section of Ecology, Dept of Biology; Univ. of Turku; FI-20014 Turku Finland","Section of Ecology, Dept of Biology; Univ. of Turku;",FI,10.1111/oik.01974,,,,,,
CrossRef,Department of Pathology & Laboratory Medicine; University of Pennsylvania Health System; Philadelphia Pennsylvania,Department of Pathology & Laboratory Medicine; University of Pennsylvania Health System; Philadelphia Pennsylvania,US,10.1002/dc.23670,,,,,,
CrossRef,"Analytical Research & Development, Vindhya Organica Pvt. Ltd, Plot No.3,4&5, IDA Bollaram, Medak-502325, India","Analytical Research & Development, Vindhya Organica Pvt. Ltd",IN,10.1155/2011/726385,,,,,,
CrossRef,"Universidade Estadual de Ponta Grossa,  Brazil",Universidade Estadual de Ponta Grossa,BR,10.1590/s1806-11173721787,,,,,,
CrossRef,Cameron University,Cameron University,,10.1111/jacc.12474,,,,,,
CrossRef,Embrapa Clima Temperado,Embrapa Clima Temperado,,10.1590/s0102-05362013000400026,,,,,,
CrossRef,"Department of Acupuncture, Guang An Men Hospital, China Academy of Chinese Medical Sciences, No. 5 Bei Xian Ge Street, Xicheng, Beijing 100053, China","Department of Acupuncture, Guang An Men Hospital, China Academy of Chinese Medical Sciences",CN,10.1155/2013/543174,,,,,,
CrossRef,"Tropical Biosphere Research Center, University of the Ryukyus","Tropical Biosphere Research Center, University of the Ryukyus",,10.3759/tropics.ms15-11,,,,,,
CrossRef,M3 Engineering & Technology Corp. (United States),M3 Engineering & Technology Corp.,US,10.1117/12.2230767,,,,,,
CrossRef,"VISN 23 Patient Aligned Care Team Demonstration Lab and; CADRE, the Center for Comprehensive Access & Delivery Research and Evaluation Department of Veterans Affairs Iowa City VA Health Care System and Division of General Internal Medicine University of Iowa Carver College of Medicine","VISN 23 Patient Aligned Care Team Demonstration Lab and; CADRE, the Center for Comprehensive Access & Delivery Research and Evaluation Department of Veterans Affairs Iowa City VA Health Care System and Division of General Internal Medicine University of Iowa Carver College of Medicine",US,10.1111/maq.12281,,,,,,
CrossRef,"Clinic of Urology, Pauls Stradins Clinical University Hospital, Pilsonu Street 13, Riga Latvia, LV-1002, Latvia","Clinic of Urology, Pauls Stradins Clinical University Hospital",LV,10.1155/2013/624096,,,,,,
CrossRef,London School of Economics and Political Science; UK,London School of Economics and Political Science;,UK,10.1002/9781118786352.wbieg0037,,,,,,
CrossRef,"Department of Medical Psychology and Medical Sociology, University of Leipzig, Germany","Department of Medical Psychology and Medical Sociology, University of Leipzig",DE,10.1027/0227-5910/a000464,,,,,,
CrossRef,University of Nevada; Las Vegas USA,University of Nevada; Las Vegas USA,US,10.1002/9781119085621.wbefs502,,,,,,
CrossRef,"Department of Anesthesiology and Pain Medicine, Seoul National University Hospital, Seoul, Korea.","Department of Anesthesiology and Pain Medicine, Seoul National University Hospital",KR,10.4097/kjae.2014.66.2.164,,,,,,
CrossRef,"Hôpitaux Universitaires de Strasbourg, Strasbourg, France",HA? ?pitaux Universitaires de Strasbourg,FR,10.1200/jco.2014.32.4_suppl.462,,,,,,
CrossRef,Laboratoire de Tectonique; Institut de Physique du Globe de Paris (UMR 7154 CNRS); Paris Cedex; France,Laboratoire de Tectonique; Institut de Physique du Globe de Paris (UMR 7154 CNRS);,FR,10.1111/j.1365-2117.2011.00521.x,,,,,,
CrossRef,"Division of Anatomy, Department of Surgery, University of Toronto, Canada; and","Division of Anatomy, Department of Surgery, University of Toronto",,10.1167/iovs.11-8350,,,,,,
CrossRef,"School of Mathematics, Alan Turing Building; The University of Manchester; Oxford Road, Manchester M13 9PL. UK","School of Mathematics, Alan Turing Building; The University of Manchester;",UK,10.1111/jtsa.12201,,,,,,
CrossRef,Univ. of Waterloo (Canada),Univ. of Waterloo,CA,10.1117/12.2187705,,,,,,
CrossRef,"Institut Pierre-Simon Laplace, Laboratoire des Sciences du Climat et de l'Environnement; Commissariat à l'Energie Atomique-Saclay; Gif sur Yvette; France","Institut Pierre-Simon Laplace, Laboratoire des Sciences du Climat et de l'Environnement; Commissariat A?  l'Energie Atomique-Saclay; Gif sur Yvette;",FR,10.1029/2001gb001827,,,,,,
CrossRef,"BCNatal, Barcelona Center for Maternal-Fetal Medicine and Neonatology, Hospital Clínic and Hospital Sant Joan de Déu, IDIBAPS; University of Barcelona, and Centro de Investigación Biomédica en Red de Enfermedades Raras (CIBERER) - Maternal-Fetal Medicine and Neonatology; Barcelona Spain","BCNatal, Barcelona Center for Maternal-Fetal Medicine and Neonatology, Hospital ClA?­nic and Hospital Sant Joan de DA?©u, IDIBAPS; University of Barcelona, and Centro de InvestigaciA?3n BiomA?©dica en Red de Enfermedades Raras (CIBERER) - Maternal-Fetal Medicine and Neonatology;",ES,10.1002/uog.14876,,,,,,
CrossRef,"Institute for Mental Health Policy Research, Centre for Addiction and Mental Health; Toronto Canada","Institute for Mental Health Policy Research, Centre for Addiction and Mental Health;",CA,10.1111/dar.12539,,,,,,
CrossRef,"Department of Otolaryngology, Sapporo Medical University School of Medicine","Department of Otolaryngology, Sapporo Medical University School of Medicine",,10.3353/omp.14.41,,,,,,
CrossRef,"Graduate School of Pure and Applied Sciences, University of Tsukuba:Center for Computational Sciences, University of Tsukuba","Graduate School of Pure and Applied Sciences, University of Tsukuba:Center for Computational Sciences, University of Tsukuba",,10.2142/biophys.50.s4_1,,,,,,
CrossRef,"Universidade Federal de Lavras (UFLA),  Brasil",Universidade Federal de Lavras (UFLA),BR,10.1590/s0103-84782014000500010,,,,,,
CrossRef,Department of Food Technology; Alexandrian Technological Educational Institute of Thessaloniki; Thessaloniki; Greece,Department of Food Technology; Alexandrian Technological Educational Institute of Thessaloniki;,GR,10.1111/jam.12302,,,,,,
CrossRef,National Hospital for Neurology & Neurosurgery,National Hospital for Neurology & Neurosurgery,,10.1002/9781118486160.ch11,,,,,,
CrossRef,"NamesforLife, LLC","NamesforLife, LLC",,10.1601/nm.729,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,Xinjiang Key Laboratory of Cardiovascular Disease; Clinical Medical Research Institute; Urumqi China,Xinjiang Key Laboratory of Cardiovascular Disease; Clinical Medical Research Institute;,CN,10.1111/1440-1681.12453,,,,,,
CrossRef,"Department of Internal Medicine, Kawakita General Hospital","Department of Internal Medicine, Kawakita General Hospital",,10.11641/pdensks.51.0_196,,,,,,
CrossRef,"Key Laboratory of Biology and Genetic Resources of Tropical Crops, Ministry of Agriculture, Institute of Tropical Bioscience and Biotechnology, Chinese Academy of Tropical Agricultural Sciences, Haikou, China","Key Laboratory of Biology and Genetic Resources of Tropical Crops, Ministry of Agriculture, Institute of Tropical Bioscience and Biotechnology, Chinese Academy of Tropical Agricultural Sciences",CN,10.1055/s-0033-1350647,,,,,,
CrossRef,"Federal University,  Brazil",Federal University,BR,10.1590/s1516-44462005000100007,,,,,,
CrossRef,"National Institute of Standards and Technology, Gaithersburg, Maryland",National Institute of Standards and Technology,US,10.1145/3041048.3041050,,,,,,
CrossRef,"Instituto Federal Farroupilha,  Brasil",Instituto Federal Farroupilha,BR,10.1590/s0103-84782010001100019,,,,,,
CrossRef,"Department of Immunology and Rheumatology, The Affiliated Drum Tower Hospital of Nanjing University Medical School, Nanjing 210008, China","Department of Immunology and Rheumatology, The Affiliated Drum Tower Hospital of Nanjing University Medical School",CN,10.1155/2013/985753,,,,,,
CrossRef,Department of Anthropology; Harvard University,Department of Anthropology; Harvard University,,10.1111/maq.12257,,,,,,
CrossRef,"Health Management Research Center, University of Michigan, Ann Arbor, Michigan.","Health Management Research Center, University of Michigan",US,10.1089/pop.2016.0169,,,,,,
CrossRef,Clinical Department of Orthodontics; Hokkaido University Hospital; Sapporo Japan,Clinical Department of Orthodontics; Hokkaido University Hospital;,JP,10.1111/cga.12180,,,,,,
CrossRef,"Universitätsklinik und Poliklinik für Augenheilkunde, Martin-Luther-Universität Halle-Wittenberg, Halle/Saale","UniversitA?¤tsklinik und Poliklinik fA?1?4r Augenheilkunde, Martin-Luther-UniversitA?¤t Halle-Wittenberg",,10.1055/s-0035-1546013,,,,,,
CrossRef,"Department of Dermatology, School of Medicine; Tokyo Medical and Dental University; Yushima Bunkyo-ku Tokyo 113 Japan","Department of Dermatology, School of Medicine; Tokyo Medical and Dental University; Yushima Bunkyo-ku Tokyo 113",JP,10.1111/j.1346-8138.1994.tb01808.x,,,,,,
CrossRef,"Department of Mathematics, The University of Texas-Pan American, Edinburg, Texas 78539, USA","Department of Mathematics, The University of Texas-Pan American",US,10.1155/s0161171292000425,,,,,,
CrossRef,Pediatric Oncology Unit; Fondazione IRCCS Istituto Nazionale Tumori; Milano Italy,Pediatric Oncology Unit; Fondazione IRCCS Istituto Nazionale Tumori;,IT,10.1002/pbc.26348,,,,,,
CrossRef,"MIT Lincoln Laboratory, Cambridge, MA",MIT Lincoln Laboratory,US,10.1145/2896817,,,,,,
CrossRef,Yamaguchi Medical School,Yamaguchi Medical School,,10.1143/jpsj.11.919,,,,,,
CrossRef,"Department of Electrical Engineering, Tokyo DENKI University","Department of Electrical Engineering, Tokyo DENKI University",,10.1541/ieejeiss.124.1134,,,,,,
CrossRef,"Department of Materials Engineering and Applied Chemistry, Mining College, Akita University","Department of Materials Engineering and Applied Chemistry, Mining College, Akita University",,10.2320/jinstmet1952.57.4_377,,,,,,
CrossRef,Department of Physics; Umeå University; SE-901 87; Umeå; Sweden,Department of Physics; UmeA?¥ University;,SE,10.1002/ppsc.201300016,,,,,,
CrossRef,Department of Pharmaceutical Biosciences; Uppsala University; Uppsala Sweden,Department of Pharmaceutical Biosciences; Uppsala University;,SE,10.1111/hae.12253,,,,,,
CrossRef,Department of Immunobiology; Yale University School of Medicine; New Haven CT USA,Department of Immunobiology; Yale University School of Medicine; New Haven CT,US,10.1111/imr.12522,,,,,,
CrossRef,"Faculty of Engineering, Osaka University","Faculty of Engineering, Osaka University",,10.2320/jinstmet1952.35.7_647,,,,,,
CrossRef,"European Programme for Intervention Epidemiology and Training, Bilthoven, the Netherlands;National Institute for Public Health and the Environment (RIVM), Bilthoven, the Netherlands","European Programme for Intervention Epidemiology and Training, Bilthoven, the Netherlands;National Institute for Public Health and the Environment (RIVM), Bilthoven",NL,10.3201/eid0909.020450,,,,,,
CrossRef,Department of Industrial Engineering; University of Catania; Catania Italia,Department of Industrial Engineering; University of Catania;,IT,10.1002/app.41393,,,,,,
CrossRef,"Department of Maxillofacial and Oral Surgery, School of Oral Health Sciences, University of Limpopo, Pretoria, Gauteng, South Africa","Department of Maxillofacial and Oral Surgery, School of Oral Health Sciences, University of Limpopo",ZA,10.1055/s-0032-1322530,,,,,,
CrossRef,Department of Biomedical Sciences; University of Cagliari; Monserrato Italy,Department of Biomedical Sciences; University of Cagliari;,IT,10.1111/odi.12209,,,,,,
CrossRef,"Hermiston Agricultural Research and Extension Center, Oregon State University Center, Hermiston 97838","Hermiston Agricultural Research and Extension Center, Oregon State University Center",US,10.1094/pdis-02-12-0140-re,,,,,,
CrossRef,"Universidade Estadual de Campinas,  Brasil",Universidade Estadual de Campinas,BR,10.1590/s0102-33062012000100013,,,,,,
CrossRef,"Salford Systems, USA",Salford Systems,US,10.4018/978-1-60566-717-1.ch019,,,,,,
CrossRef,"Department of Physical Medicine and Rehabilitation, Tor Vergata University, Rome, Italy","Department of Physical Medicine and Rehabilitation, Tor Vergata University",IT,10.5144/0256-4947.2014.320,,,,,,
CrossRef,Department of Fishery College; Islamic Azad University; Babol-Branch Iran,Department of Fishery College; Islamic Azad University;,IR,10.1111/are.12402,,,,,,
CrossRef,"Ophthalmology Department, Amiens University Medical Center, University of Picardie Jules Verne, 80054 Amiens, France","Ophthalmology Department, Amiens University Medical Center, University of Picardie Jules Verne",FR,10.1155/2015/954283,,,,,,
CrossRef,Department of Engineering and Technology; University of Huddersfield; Huddersfield UK,Department of Engineering and Technology; University of Huddersfield;,UK,10.1002/2015rs005913,,,,,,
CrossRef,"Departament de Biologia Animal; Universitat de Barcelona, Facultat de Biologia; Avda. Diagonal 645 08028 Barcelona Spain","Departament de Biologia Animal; Universitat de Barcelona, Facultat de Biologia;",ES,10.1111/aen.12150,,,,,,
CrossRef,"Department of Surgery, The Colorectal Unit, University of Göteborg, Göteborg, Sweden","Department of Surgery, The Colorectal Unit, University of GA?¶teborg",SE,10.1155/1995/971284,,,,,,
CrossRef,"Santa Casa de São Paulo - FCMSCSP,  Brazil",Santa Casa de SA?£o Paulo - FCMSCSP,BR,10.1590/2317-1782/20142014135,,,,,,
CrossRef,Department of Psychology; University of California-Los Angeles; Los Angeles; California; USA,Department of Psychology; University of California-Los Angeles;,US,10.1111/psyp.12001,,,,,,
CrossRef,School of Geography; University of Nottingham; University Park; Nottingham NG7 2RD,School of Geography; University of Nottingham; University Park;,,10.1111/geoj.12191,,,,,,
CrossRef,Concordia University,Concordia University,,10.1002/jcop.21708,,,,,,
CrossRef,Graduate School of Animal and Food Hygiene; Obihiro University of Agriculture & Veterinary Medicine; Obihiro Hokkaido Japan,Graduate School of Animal and Food Hygiene; Obihiro University of Agriculture & Veterinary Medicine;,JP,10.1111/asj.12566,,,,,,
CrossRef,"DBS&H, CEME, National University of Sciences and Technology, Islamabad 44000, Pakistan","DBS&H, CEME, National University of Sciences and Technology",PK,10.1166/jctn.2016.6020,,,,,,
CrossRef,"NamesforLife, LLC","NamesforLife, LLC",,10.1601/ex.25117,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,Universidade de São Paulo,Universidade de SA?£o Paulo,,10.1590/s1415-790x2001000300002,,,,,,
CrossRef,Mannesmann-Forschungsinstitut GmbH; Duisburg-Huckingen,Mannesmann-Forschungsinstitut GmbH; Duisburg-Huckingen,,10.1002/srin.196504102,,,,,,
CrossRef,"Department of Oral & Maxillofacial Pathology, Drs. Sudha & Nageswara Rao Siddhartha Institute of Dental Sciences, Chinoutpalli, Gannavaram, India","Department of Oral & Maxillofacial Pathology, Drs. Sudha & Nageswara Rao Siddhartha Institute of Dental Sciences",IN,10.1155/2016/2582038,,,,,,
CrossRef,School of Civil and Environmental Engineering; Cornell University; Ithaca New York USA,School of Civil and Environmental Engineering; Cornell University;,US,10.1029/2004jd004923,,,,,,
CrossRef,"School of Environmental Studies, China University of Geosciences, Wuhan 430074, China","School of Environmental Studies, China University of Geosciences",CN,10.1155/2015/284181,,,,,,
CrossRef,Ghent University; Ghent Belgium,Ghent University;,BE,10.1002/9780470015902.a0020864.pub2,,,,,,
CrossRef,"Universidade Federal do Ceará,  Brasil; Secretaria de Saúde do Estado do Ceará",Universidade Federal do CearA?¡,,10.1590/s0004-27302010000900003,,,,,,
CrossRef,"Department of ICT, KTH University, Stockholm, Sweden","Department of ICT, KTH University",SE,10.4018/ijiit.2015100101,,,,,,
CrossRef,"Division of Noninvasive Cardiology; San Raffaele Hospital, IRCCS; Via Olgettina 60, 20132 Milano Italy",Division of Noninvasive Cardiology; San Raffaele Hospital,IT,10.1093/eurjhf/hfs063,,,,,,
CrossRef,Hampton University,Hampton University,,10.1002/0471028959.sof367,,,,,,
CrossRef,"Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States",Cincinnati Children's Hospital Medical Center,US,10.1055/s-0035-1559812,,,,,,
CrossRef,"Massachusetts General Hospital and Division of Pediatric Gastroenterology and Nutrition; Center for Celiac Research, Mucosal Immunology and Biology Research Center; Boston MA USA","Massachusetts General Hospital and Division of Pediatric Gastroenterology and Nutrition; Center for Celiac Research, Mucosal Immunology and Biology Research Center; Boston MA",US,10.1111/cei.12911,,,,,,
CrossRef,University of Padua,University of Padua,,10.1111/rest.12142,,,,,,
CrossRef,"Stefan cel Mare University, Romania",Stefan cel Mare University,RO,10.4018/978-1-4666-6324-4.ch031,,,,,,
CrossRef,The Johns Hopkins University Applied Physics Laboratory; Laurel Maryland USA,The Johns Hopkins University Applied Physics Laboratory;,US,10.1002/2016ja022614,http://orcid.org/0000-0002-5674-4936,,,,,
CrossRef,"Department of Neurological Surgery, Royal Victoria Hospital, Belfast, Northern Ireland","Department of Neurological Surgery, Royal Victoria Hospital",UK,10.3171/jns.1980.53.6.0858,,,,,,
CrossRef,"Department of Neurology, Soonchunhyang University Bucheon Hospital, Bucheon, Korea.","Department of Neurology, Soonchunhyang University Bucheon Hospital",KR,10.12779/dnd.2015.14.4.168,,,,,,
CrossRef,"Electrical and Electronic Engineering Department, Gifu University, Gifu 501-11","Electrical and Electronic Engineering Department, Gifu University",,10.1143/jpsj.66.1920,,,,,,
CrossRef,University of Colorado School of Medicine; Aurora Colorado,University of Colorado School of Medicine; Aurora Colorado,US,10.1111/pedi.12455,,,,,,
CrossRef,"Department of Internal Medicine, Jeju National University Hospital, Jeju National University School of Medicine, Jeju, Korea.","Department of Internal Medicine, Jeju National University Hospital, Jeju National University School of Medicine",KR,10.3904/kjm.2012.83.4.503,,,,,,
CrossRef,"Department of Neurology, University of California, Davis, Sacramento","Department of Neurology, University of California, Davis",US,10.1001/jama.2015.3113,,,,,,
CrossRef,Radiation Oncology Department; Medical University of South Carolina; 171 Ashley Avenue Charleston South Carolina 29425,Radiation Oncology Department; Medical University of South Carolina;,US,10.1120/jacmp.v1i1.2650,,,,,,
CrossRef,"Steinbeis Transfer Centre, Rotwiesenstrasse 22, Stuttgart 70599, Germany",Steinbeis Transfer Centre,DE,10.1155/s1026022600000601,,,,,,
CrossRef,"University of Huddersfield, UK",University of Huddersfield,UK,10.4018/978-1-4666-1975-3.ch007,,,,,,
CrossRef,"Department of Environmental Health Engineering, School of Medicine, University of Occupational and Environmental Health","Department of Environmental Health Engineering, School of Medicine, University of Occupational and Environmental Health",,10.7888/juoeh.7.45,,,,,,
CrossRef,"Dept. Chem., Northwestern Univ.",Dept. Chem.,,10.2142/biophys.53.s216_1,,,,,,
CrossRef,Department of Internal Medicine; Saint Elizabeth Health Center; Youngstown; Ohio; USA,Department of Internal Medicine; Saint Elizabeth Health Center;,US,10.1111/j.1399-3062.2012.00766.x,,,,,,
CrossRef,Instrument Centre for Solid-State NMR Spectroscopy; Department of Chemistry and Interdisciplinary Nanoscience Center (iNANO); Aarhus University; DK-8000; Aarhus C; Denmark,Instrument Centre for Solid-State NMR Spectroscopy; Department of Chemistry and Interdisciplinary Nanoscience Center (iNANO); Aarhus University; DK-8000; Aarhus C;,DK,10.1111/jace.12024,,,,,,
CrossRef,Helmholtz-Institute for Biomedical Engineering-Biointerface Laboratory; RWTH Aachen University; Germany,Helmholtz-Institute for Biomedical Engineering-Biointerface Laboratory; RWTH Aachen University;,DE,10.1002/smll.201403014,,,,,,
CrossRef,"Nutrient Composition Laboratory, Nutrition Institute, Human Nutrition Center, Science and Education Administration, United States Department of Agriculture, Beltsville, Maryland 20705, USA","Nutrient Composition Laboratory, Nutrition Institute, Human Nutrition Center, Science and Education Administration, United States Department of Agriculture",US,10.1155/s1463924680000053,,,,,,
CrossRef,"Federal University of São Paulo,  Brazil",Federal University of SA?£o,BR,10.1590/s1984-82502016000300005,,,,,,
CrossRef,Murdoch University School of Health Professions; Murdoch University; Mandurah Western Australia Australia,Murdoch University School of Health Professions; Murdoch University;,,10.1111/hsc.12106,,,,,,
CrossRef,"Department of Mathematics and Statistics; American University; Washington, D.C. 20016-8050",Department of Mathematics and Statistics; American University;,US,10.1111/j.1558-5646.1997.tb02407.x,,,,,,
CrossRef,"Department of Neurosciences, Rehabilitation, Ophthalmology, Genetics, Maternal and Child Health; G. Gaslini Institute; University of Genoa; Genova Italy","Department of Neurosciences, Rehabilitation",IT,10.1111/epi.13255,,,,,,
