Source,Affiliation,Institution,Country,DOI,ORCID,gleif,grid,psi,wikidata,isni
CrossRef,"Molecular Photoscience Research Center, Kobe University",,,10.2142/biophys.53.s128_1,,,,,,
CrossRef,"Department of Orthopaedic Surgery, Gulhane Military Hospital, Ankara, Turkey.",,,10.4055/cios.2015.7.1.140,,,,,,
CrossRef,"University of Southern Indiana, USA",,,10.4018/978-1-61520-615-5.ch009,,,,,,
CrossRef,"Carl von Ossietzky University of Oldenburg, Germany",,,10.4018/978-1-61520-611-7.ch014,,,,,,
CrossRef,"Grain, Forage and Bioenergy Research Unit (GFBRU), United States Department of Agriculture–Agricultural Research Service (USDA-ARS), and Department of Plant Pathology",,,10.1094/pdis-09-15-1050-re,,,,,,
CrossRef,"University of Dayton, Dayton, Ohio",,,10.1145/3078155.3078157,,,,,,
CrossRef,"Department of Physiology, Faculty of Medicine, American University of Beirut, Beirut, Lebanon",,,10.1080/09629350210313,,,,,,
CrossRef,University of Cincinnati,,,10.1111/cico.12141,,,,,,
CrossRef,"Department of Applied Physics, Faculty of Science, Fukuoka University",,,10.1143/jpsj.56.4388,,,,,,
CrossRef,"National Skin Centre, Singapore",,,10.1111/ddg.12768,,,,,,
CrossRef,The Robert H. Smith Faculty of Agriculture; The Hebrew University of Jerusalem; Rehovot; 76100; Israel,,,10.1111/j.1365-2052.2012.02348.x,,,,,,
CrossRef,"Department of Physiology, College of Medicine, University of Saskatchewan, Saskatoon, Saskatchewan, Canada",,,10.1055/s-0032-1306417,,,,,,
CrossRef,"Department of Mathematics, Sichuan University, Chengdu, Sichuan 610064, China",,,10.1155/2012/816528,,,,,,
CrossRef,National Institute of Environmental Health Sciences; Research Triangle Park; NC USA,,,10.1002/9781118445112.stat05879,,,,,,
CrossRef,"Faculty of Veterinary Medicine, Departments of Veterinary Biomedicine, University of Montreal, 3200 rue Sicotte, Saint-Hyacinthe, Quebec, J2S 2M2, Canada",,,10.1538/expanim.14-0088,,,,,,
CrossRef,"Idaho National Lab. (INL), Idaho Falls, ID (United States)",,,10.2172/1184087,,,,,,
CrossRef,"ZENSHO HOLDINGS, CO., LTD.",,,10.5803/jsfm.32.122,,,,,,
CrossRef,Perth Radiation Oncology; Wembley; WA; 6014; Australia,,,10.1002/j.2051-3909.2007.tb00068.x,,,,,,
CrossRef,Department of Genetics; University of Georgia; Athens Georgia 30602,,,10.1111/j.1558-5646.1996.tb03941.x,,,,,,
CrossRef,"Nanjing University, China",,,10.1145/2970276.2970282,,,,,,
CrossRef,"Center for Stem Cell Engineering, Department of Basic Research Laboratories; Texas Heart Institute at St. Luke's Episcopal Hospital; Houston Texas USA",,,10.1002/dvdy.24349,,,,,,
CrossRef,"Departments of Pathology and Laboratory Medicine, Memorial Sloan Kettering Cancer Center, New York, NY 10065; email:",,,10.1146/annurev-pathol-052016-100200,,,,,,
CrossRef,"Department of Mechanical Engineering, Babol University of Technology, P. O. Box 484, 47148 71167 Babol, Iran",,,10.1155/2010/954674,,,,,,
CrossRef,"Graduate Institute of Networking and Multimedia, Department of Computer Science and Info. Eng., National Taiwan University, Taipei, Taiwan",,,10.1145/2987386.2987403,,,,,,
CrossRef,"Information Systems, College of Business, Victoria University, Melbourne, Australia",,,10.4018/ijantti.2013100103,,,,,,
CrossRef,"Department of Mathematics and Computer Science, Alabama State University",,,10.1145/2638404.2737597,,,,,,
CrossRef,Department of Chemistry and Catalysis Research Center; Technische Universität München; Lichtenbergstraße 4 85748 Garching Germany,,,10.1002/cctc.201500706,,,,,,
CrossRef,"MoBioFood Research Group. Departament de Bioquímica i Biotecnologia, Universitat Rovira i Virgili, Tarragona, Spain",,,10.1080/16546628.2017.1321347,http://orcid.org/0000-0003-2956-5411,,,,,
CrossRef,Laboratory of Plant Pathology,,,10.1094/pdis-11-10-0856,,,,,,
CrossRef,Department Biology; Institute of Sensory Ecology; Heinrich-Heine University Düsseldorf; Düsseldorf Germany,,,10.1111/plb.12322,,,,,,
CrossRef,Wayne State University; USA,,,10.1002/9781118955567.wbieoc164,,,,,,
CrossRef,Portland State University; Department of Environmental Biology; Portland OR 97207-0751 USA,,,10.1002/9781118960608.gbm00394,,,,,,
CrossRef,"National Food Biotechnology Centre, National University of Ireland, Cork.",,,10.1094/cchem.2000.77.2.111,,,,,,
CrossRef,"School of Mathematical Sciences, Yangzhou University, Yangzhou 225002, China",,,10.1155/2014/430951,,,,,,
CrossRef,"Department of Internal Medicine, College of Medicine, Inje University, Busan 614-735, Republic of Korea",,,10.1155/2015/164280,,,,,,
CrossRef,"Department of Pediatrics, Second Hospital of Xi’an Jiaotong University, Xi’an 710004, China",,,10.1155/2015/651218,,,,,,
CrossRef,Mallinckrodt Institute of Radiology; Washington University School of Medicine; St. Louis Missouri USA,,,10.1111/1754-9485.12329,,,,,,
CrossRef,"Mãe de Deus Health System, Rua Soledade 569, 90470-340 Porto Alegre, RS, Brazil",,,10.1155/2015/640482,,,,,,
CrossRef,Universidade Estadual de Campinas,,,10.19146/pibic-2016-51732,,,,,,
CrossRef,Health Research Institute (HRI); National Institute of Advanced Industrial Science and Technology (AIST); Takamatsu Kagawa Japan,,,10.1002/fsn3.442,http://orcid.org/0000-0001-9640-9350,,,,,
CrossRef,"Department of Molecular Biology and Genetics, Faculty of Engineering and Natural Sciences; Istanbul Medeniyet University; Istanbul Turkey",,,10.1111/pre.12141,,,,,,
CrossRef,Hannover,,,10.3139/104.110610,,,,,,
CrossRef,"School of Engineering, The University of Tokyo",,,10.2183/pjab.93.003,,,,,,
CrossRef,"Graduate School of Bioagricultural Sciences; Nagoya University; Furo-cho, Chikusa-ku Nagoya 464-8601 Japan",,,10.1002/eco.1449,,,,,,
CrossRef,"NamesforLife, LLC",,,10.1601/tx.28498,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,"Faculty of Science, Department of Mathematics, Islamic Azad University Mashhad Branch Mashhad Iran",,,10.1080/23311835.2017.1309740,,,,,,
CrossRef,Hospital de Messejana Dr. Carlos Alberto Studart Gomes,,,10.1590/s0100-69912013000100014,,,,,,
CrossRef,Universidade Nova de Lisboa,,,10.1590/s0100-512x2014000100020,,,,,,
CrossRef,Department of Geosciences; University of Arizona; Tucson Arizona USA,,,10.1002/2015ms000526,,,,,,
CrossRef,"John Wayne Cancer Institute, Santa Monica, CA; Sydney Melanoma Unit, Sydney, Australia",,,10.1200/jco.2005.23.16_suppl.7500,,,,,,
CrossRef,"Department of Cerebrovascular Medicine, National Cardiovascular Center",,,10.7887/jcns.11.149_2,,,,,,
CrossRef,"School of Microbiology and APC Microbiome Institute, University College Cork, Ireland",,,10.1080/19490976.2017.1334033,,,,,,
CrossRef,"Dept. Vet. Parasitol., Kitasato Univ. Vet. Med.",,,10.7601/mez.52.98_2,,,,,,
CrossRef,Department of Chemistry; University of Pannonia; Veszprém H-8200 Hungary,,,10.1002/sia.5811,,,,,,
CrossRef,"Departamento de Ciencias Químico-Biológicas, Universidad de las Américas Puebla, Santa Catarina Mártir s/n, 72820 Cholula, PUE, Mexico",,,10.1100/2012/263572,,,,,,
CrossRef,Department of Politics; Philosophy and Religion; Lancaster University; United Kingdom,,,10.1111/aspp.12076,,,,,,
CrossRef,"Department of Anatomy and Tumor Immunity Medical Research Center, Seoul National University, College of Medicine, Korea.",,,10.4093/jkda.2006.30.6.459,,,,,,
CrossRef,"Japan Advanced Institute of Science and Technology, Ishikawa/HMLAB",,,10.3169/itej.67.890,,,,,,
CrossRef,Department of Orthopaedics; Northern General Hospital; Sheffield; UK,,,10.1111/sae.12029,,,,,,
CrossRef,"Victoria University of Wellington, New Zealand",,,10.4018/978-1-931777-05-6.ch020,,,,,,
CrossRef,Department of Microbiology and Parasitology; Institutes of Medical Sciences; Shanghai Jiao Tong University School of Medicine; Shanghai China,,,10.1111/1574-6968.12279,,,,,,
CrossRef,"NamesforLife, LLC",,,10.1601/tx.20101,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,"Department of Exercise and Sport Science, University of North Carolina at Chapel Hill",,,10.4085/1062-6050-52.1.01,,,,,,
CrossRef,"Namık Kemal University, Turkey",,,10.4018/978-1-4666-7484-4.ch010,,,,,,
CrossRef,"Cincinnati Children's Hospital Medical Center, Critical Care Medicine, Cincinnati, Ohio, United States, ;",,,10.1164/rccm.201701-0066oc,http://orcid.org/0000-0001-7989-1173,,,,,
CrossRef,Department of Microbiology; Stellenbosch University; Private Bag X1 Stellenbosch 7600 South Africa,,,10.1111/1758-2229.12302,,,,,,
CrossRef,"Department of Dermatology, Gangnam Severance Hospital, Cutaneous Biology Research Institute, Yonsei University College of Medicine, Seoul, Korea.",,,10.5021/ad.2014.26.2.269,,,,,,
CrossRef,"Department of Electrical-Electronics Engineering, Sakarya University, Esentepe, 54187 Sakarya, Turkey",,,10.1155/2014/501781,,,,,,
CrossRef,"Universidade de São Paulo,  Brazil; Ministério da Saúde,  Brazil",,,10.1590/1980-5497201600010009,,,,,,
CrossRef,"The University of Texas MD Anderson Cancer Center, Houston, TX",,,10.1200/jco.2013.31.4_suppl.111,,,,,,
CrossRef,"Department of Dermatology, Baylor College of Medicine, Houston, Texas",,,10.1001/jamadermatol.2015.4992,,,,,,
CrossRef,Department of Urology; University of Rochester Medical Center; Rochester NY USA,,,10.1111/bju.13181,,,,,,
CrossRef,Department of Dermatology; National Taiwan University Hospital and National Taiwan University College of Medicine; Taipei Taiwan,,,10.1111/jdv.13357,,,,,,
CrossRef,University College London; UK,,,10.1002/9781118410868.wbehibs497,,,,,,
CrossRef,Private Dental Practice; Turramurra New South Wales,,,10.1111/adj.12223,,,,,,
CrossRef,Biomembrane Laboratory; Department of Biochemistry; School of Life Sciences; Bharathidasan University; Tiruchirappalli Tamilnadu 620024 India,,,10.1002/tox.22124,,,,,,
CrossRef,"Department of Physical Therapy, Division of Health Science, Baekseok University, Cheonan, Republic of Korea",,,10.14474/ptrs.2016.5.3.149,,,,,,
CrossRef,University of Adelaide; School of Psychology; North Terrace; Adelaide; South Australia; 5200,,,10.1111/j.1467-8551.2011.00778.x,,,,,,
CrossRef,"Faculty of Human Sciences, Tezukayama-gakuin University",,,10.3164/jcbn.15-44,,,,,,
CrossRef,"Karadeniz Teknik University,  Turkey; Afyon Kocatepe University",,,10.1590/s0103-636x2013000100011,,,,,,
CrossRef,Instituto Agronômico,,,10.1590/s0006-87051977000100015,,,,,,
CrossRef,"Department of Neurosurgery, Yamaguchi University School of Medicine",,,10.7887/jcns.18.562,,,,,,
CrossRef,Faculty of Chemistry; Bu-Ali Sina University; Hamedan 6517838683 IR Iran,,,10.1002/aoc.3491,,,,,,
CrossRef,"National Research Institute of Aquaculture, Fisheries Research and Educatioin Agency",,,10.2331/suisan.wa2303,,,,,,
CrossRef,"Automobile Control and Diagnosis Technology, AJOU Motor College, Korea",,,10.1166/asl.2016.7948,,,,,,
CrossRef,University of Houston-Clear Lake; Houston Texas,,,10.1002/9781118660584.ese1163,,,,,,
CrossRef,"Universidade Federal Fluminense,  Brasil",,,10.1590/s1984-29612013000200049,,,,,,
CrossRef,"Instituto Tecnológico de Aeronáutica,  Brasil",,,10.1590/s0103-17592010000600009,,,,,,
CrossRef,Department of Pharmacology; Key Laboratory of Medical Neurobiology of the Ministry of Health of China; Zhejiang Province Key Laboratory of Neurobiology; College of Pharmaceutical Sciences; Zhejiang University; Hangzhou China,,,10.1111/cns.12379,,,,,,
CrossRef,University of Pittsburgh; USA,,,10.1002/9781118663202.wberen269,,,,,,
CrossRef,Department of Statistics; University of California; Davis CA USA,,,10.1111/jtsa.12192,,,,,,
CrossRef,Department of Chemistry; The University of Suwon; Hwaseong 18323 Korea,,,10.1002/adv.21771,,,,,,
CrossRef,"University of Pretoria, South Africa",,,10.4018/978-1-59140-708-9.ch002,,,,,,
CrossRef,"UNESP,  Brazil",,,10.1590/s0100-06832013000600018,,,,,,
CrossRef,"Department of Laboratory Medicine, The Third Affiliated Hospital of Southern Medical University, Guangzhou, Guangdong, P.R. China",,,10.3892/or.2017.5425,,,,,,
CrossRef,"Diabetes Student Scientific Society at the Department of Internal Diseases, Diabetology and Clinical Pharmacology, Medical University of Lodz, Lodz, Poland",,,10.1155/2017/9270549,,,,,,
CrossRef,"Department of Public Health, University of Aberdeen, UK",,,10.3310/hta10030,,,,,,
CrossRef,"NamesforLife, LLC",,,10.1601/tx.4460,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,"The Hong Kong Polytechnic University, Hong Kong, China",,,10.4018/ijcallt.2015010102,,,,,,
CrossRef,"Department of Chemistry; University of Oxford, Chemistry Research Laboratory; 12 Mansfield Road OX1 3TA Oxford UK",,,10.1002/anie.201609309,http://orcid.org/0000-0002-7831-1410,,,,,
CrossRef,"Department of Paediatrics, College of Medicine; University of Ibadan; Ibadan Nigeria",,,10.1002/pbc.24698,,,,,,
CrossRef,Wuhan University; China,,,10.1111/phor.12015,,,,,,
CrossRef,"Section of Functional Morphology, Faculty of Pharmaceutical Sciences; Nagasaki International University; Sasebo Nagasaki Japan",,,10.1002/cm.21363,,,,,,
CrossRef,"Pediatric Department, “Magna Graecia” University of Catanzaro, Località Germaneto, Viale Europa, 88100 Catanzaro, Italy",,,10.1155/2014/785454,,,,,,
CrossRef,"Viçosa Federal University,  Brazil",,,10.1590/s0036-46652000000200003,,,,,,
CrossRef,Department of Anaesthesiology and Reanimation; Sakarya University Faculty of Medicine; Sakarya Turkey,,,10.1111/jcpt.12228,,,,,,
CrossRef,Radiochemistry Department; China Institute of Atomic Energy; P. O. Box 275-26 Beijing 102413 China,,,10.1002/anie.201510712,,,,,,
CrossRef,"Department of Medicine (Gastroenterology) and Pathology, University of British Columbia, Vancouver, British Columbia, Canada",,,10.1155/2000/294195,,,,,,
CrossRef,"College of Science, Nanjing Univ. of Aeronautics and Astronautics, Nanjing 210016, CN.",,,10.1520/jte20140477,,,,,,
CrossRef,"Peking University First Hospital,  China",,,10.1590/1678-4324-2016150510,,,,,,
CrossRef,"Faculty of Engineering, Kyoto University",,,10.2355/tetsutohagane1955.68.2_292,,,,,,
CrossRef,"Jagiellonian University, Poland",,,10.4018/978-1-4666-9905-2.ch007,,,,,,
CrossRef,"Graduate School of Engineering, Tokyo University of Science",,,10.1587/comex.2017xbl0001,,,,,,
CrossRef,"Department of Electrical Engineering, Southern Taiwan University of Science and Technology, 1 Nan-Tai Street, Yong-Kang District, Tainan City 710, Taiwan",,,10.1155/2013/919318,http://orcid.org/0000-0002-5203-0813,,,,,
CrossRef,"Department of Plastic and Maxillofacial Surgery; Uppsala University Hospital and Department of Surgical Sciences, Uppsala University; Sweden",,,10.1002/micr.22311,,,,,,
CrossRef,Assistant professor of political science at the University of Massachusetts; Lowell,,,10.1111/laps.12022,,,,,,
CrossRef,"Department of Anesthesiolgy and Pain Medicine, Konkuk University Hospital, Konkuk University School of Medicine, Seoul, Korea.",,,10.4097/kjae.2007.52.2.231,,,,,,
CrossRef,"Section of Ecology, Dept of Biology; Univ. of Turku; FI-20014 Turku Finland",,,10.1111/oik.01974,,,,,,
CrossRef,Department of Pathology & Laboratory Medicine; University of Pennsylvania Health System; Philadelphia Pennsylvania,,,10.1002/dc.23670,,,,,,
CrossRef,"Analytical Research & Development, Vindhya Organica Pvt. Ltd, Plot No.3,4&5, IDA Bollaram, Medak-502325, India",,,10.1155/2011/726385,,,,,,
CrossRef,"Universidade Estadual de Ponta Grossa,  Brazil",,,10.1590/s1806-11173721787,,,,,,
CrossRef,Cameron University,,,10.1111/jacc.12474,,,,,,
CrossRef,Embrapa Clima Temperado,,,10.1590/s0102-05362013000400026,,,,,,
CrossRef,"Department of Acupuncture, Guang An Men Hospital, China Academy of Chinese Medical Sciences, No. 5 Bei Xian Ge Street, Xicheng, Beijing 100053, China",,,10.1155/2013/543174,,,,,,
CrossRef,"Tropical Biosphere Research Center, University of the Ryukyus",,,10.3759/tropics.ms15-11,,,,,,
CrossRef,M3 Engineering & Technology Corp. (United States),,,10.1117/12.2230767,,,,,,
CrossRef,"VISN 23 Patient Aligned Care Team Demonstration Lab and; CADRE, the Center for Comprehensive Access & Delivery Research and Evaluation Department of Veterans Affairs Iowa City VA Health Care System and Division of General Internal Medicine University of Iowa Carver College of Medicine",,,10.1111/maq.12281,,,,,,
CrossRef,"Clinic of Urology, Pauls Stradins Clinical University Hospital, Pilsonu Street 13, Riga Latvia, LV-1002, Latvia",,,10.1155/2013/624096,,,,,,
CrossRef,London School of Economics and Political Science; UK,,,10.1002/9781118786352.wbieg0037,,,,,,
CrossRef,"Department of Medical Psychology and Medical Sociology, University of Leipzig, Germany",,,10.1027/0227-5910/a000464,,,,,,
CrossRef,University of Nevada; Las Vegas USA,,,10.1002/9781119085621.wbefs502,,,,,,
CrossRef,"Department of Anesthesiology and Pain Medicine, Seoul National University Hospital, Seoul, Korea.",,,10.4097/kjae.2014.66.2.164,,,,,,
CrossRef,"Hôpitaux Universitaires de Strasbourg, Strasbourg, France",,,10.1200/jco.2014.32.4_suppl.462,,,,,,
CrossRef,Laboratoire de Tectonique; Institut de Physique du Globe de Paris (UMR 7154 CNRS); Paris Cedex; France,,,10.1111/j.1365-2117.2011.00521.x,,,,,,
CrossRef,"Division of Anatomy, Department of Surgery, University of Toronto, Canada; and",,,10.1167/iovs.11-8350,,,,,,
CrossRef,"School of Mathematics, Alan Turing Building; The University of Manchester; Oxford Road, Manchester M13 9PL. UK",,,10.1111/jtsa.12201,,,,,,
CrossRef,Univ. of Waterloo (Canada),,,10.1117/12.2187705,,,,,,
CrossRef,"Institut Pierre-Simon Laplace, Laboratoire des Sciences du Climat et de l'Environnement; Commissariat à l'Energie Atomique-Saclay; Gif sur Yvette; France",,,10.1029/2001gb001827,,,,,,
CrossRef,"BCNatal, Barcelona Center for Maternal-Fetal Medicine and Neonatology, Hospital Clínic and Hospital Sant Joan de Déu, IDIBAPS; University of Barcelona, and Centro de Investigación Biomédica en Red de Enfermedades Raras (CIBERER) - Maternal-Fetal Medicine and Neonatology; Barcelona Spain",,,10.1002/uog.14876,,,,,,
CrossRef,"Institute for Mental Health Policy Research, Centre for Addiction and Mental Health; Toronto Canada",,,10.1111/dar.12539,,,,,,
CrossRef,"Department of Otolaryngology, Sapporo Medical University School of Medicine",,,10.3353/omp.14.41,,,,,,
CrossRef,"Graduate School of Pure and Applied Sciences, University of Tsukuba:Center for Computational Sciences, University of Tsukuba",,,10.2142/biophys.50.s4_1,,,,,,
CrossRef,"Universidade Federal de Lavras (UFLA),  Brasil",,,10.1590/s0103-84782014000500010,,,,,,
CrossRef,Department of Food Technology; Alexandrian Technological Educational Institute of Thessaloniki; Thessaloniki; Greece,,,10.1111/jam.12302,,,,,,
CrossRef,National Hospital for Neurology & Neurosurgery,,,10.1002/9781118486160.ch11,,,,,,
CrossRef,"NamesforLife, LLC",,,10.1601/nm.729,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,Xinjiang Key Laboratory of Cardiovascular Disease; Clinical Medical Research Institute; Urumqi China,,,10.1111/1440-1681.12453,,,,,,
CrossRef,"Department of Internal Medicine, Kawakita General Hospital",,,10.11641/pdensks.51.0_196,,,,,,
CrossRef,"Key Laboratory of Biology and Genetic Resources of Tropical Crops, Ministry of Agriculture, Institute of Tropical Bioscience and Biotechnology, Chinese Academy of Tropical Agricultural Sciences, Haikou, China",,,10.1055/s-0033-1350647,,,,,,
CrossRef,"Federal University,  Brazil",,,10.1590/s1516-44462005000100007,,,,,,
CrossRef,"National Institute of Standards and Technology, Gaithersburg, Maryland",,,10.1145/3041048.3041050,,,,,,
CrossRef,"Instituto Federal Farroupilha,  Brasil",,,10.1590/s0103-84782010001100019,,,,,,
CrossRef,"Department of Immunology and Rheumatology, The Affiliated Drum Tower Hospital of Nanjing University Medical School, Nanjing 210008, China",,,10.1155/2013/985753,,,,,,
CrossRef,Department of Anthropology; Harvard University,,,10.1111/maq.12257,,,,,,
CrossRef,"Health Management Research Center, University of Michigan, Ann Arbor, Michigan.",,,10.1089/pop.2016.0169,,,,,,
CrossRef,Clinical Department of Orthodontics; Hokkaido University Hospital; Sapporo Japan,,,10.1111/cga.12180,,,,,,
CrossRef,"Universitätsklinik und Poliklinik für Augenheilkunde, Martin-Luther-Universität Halle-Wittenberg, Halle/Saale",,,10.1055/s-0035-1546013,,,,,,
CrossRef,"Department of Dermatology, School of Medicine; Tokyo Medical and Dental University; Yushima Bunkyo-ku Tokyo 113 Japan",,,10.1111/j.1346-8138.1994.tb01808.x,,,,,,
CrossRef,"Department of Mathematics, The University of Texas-Pan American, Edinburg, Texas 78539, USA",,,10.1155/s0161171292000425,,,,,,
CrossRef,Pediatric Oncology Unit; Fondazione IRCCS Istituto Nazionale Tumori; Milano Italy,,,10.1002/pbc.26348,,,,,,
CrossRef,"MIT Lincoln Laboratory, Cambridge, MA",,,10.1145/2896817,,,,,,
CrossRef,Yamaguchi Medical School,,,10.1143/jpsj.11.919,,,,,,
CrossRef,"Department of Electrical Engineering, Tokyo DENKI University",,,10.1541/ieejeiss.124.1134,,,,,,
CrossRef,"Department of Materials Engineering and Applied Chemistry, Mining College, Akita University",,,10.2320/jinstmet1952.57.4_377,,,,,,
CrossRef,Department of Physics; Umeå University; SE-901 87; Umeå; Sweden,,,10.1002/ppsc.201300016,,,,,,
CrossRef,Department of Pharmaceutical Biosciences; Uppsala University; Uppsala Sweden,,,10.1111/hae.12253,,,,,,
CrossRef,Department of Immunobiology; Yale University School of Medicine; New Haven CT USA,,,10.1111/imr.12522,,,,,,
CrossRef,"Faculty of Engineering, Osaka University",,,10.2320/jinstmet1952.35.7_647,,,,,,
CrossRef,"European Programme for Intervention Epidemiology and Training, Bilthoven, the Netherlands;National Institute for Public Health and the Environment (RIVM), Bilthoven, the Netherlands",,,10.3201/eid0909.020450,,,,,,
CrossRef,Department of Industrial Engineering; University of Catania; Catania Italia,,,10.1002/app.41393,,,,,,
CrossRef,"Department of Maxillofacial and Oral Surgery, School of Oral Health Sciences, University of Limpopo, Pretoria, Gauteng, South Africa",,,10.1055/s-0032-1322530,,,,,,
CrossRef,Department of Biomedical Sciences; University of Cagliari; Monserrato Italy,,,10.1111/odi.12209,,,,,,
CrossRef,"Hermiston Agricultural Research and Extension Center, Oregon State University Center, Hermiston 97838",,,10.1094/pdis-02-12-0140-re,,,,,,
CrossRef,"Universidade Estadual de Campinas,  Brasil",,,10.1590/s0102-33062012000100013,,,,,,
CrossRef,"Salford Systems, USA",,,10.4018/978-1-60566-717-1.ch019,,,,,,
CrossRef,"Department of Physical Medicine and Rehabilitation, Tor Vergata University, Rome, Italy",,,10.5144/0256-4947.2014.320,,,,,,
CrossRef,Department of Fishery College; Islamic Azad University; Babol-Branch Iran,,,10.1111/are.12402,,,,,,
CrossRef,"Ophthalmology Department, Amiens University Medical Center, University of Picardie Jules Verne, 80054 Amiens, France",,,10.1155/2015/954283,,,,,,
CrossRef,Department of Engineering and Technology; University of Huddersfield; Huddersfield UK,,,10.1002/2015rs005913,,,,,,
CrossRef,"Departament de Biologia Animal; Universitat de Barcelona, Facultat de Biologia; Avda. Diagonal 645 08028 Barcelona Spain",,,10.1111/aen.12150,,,,,,
CrossRef,"Department of Surgery, The Colorectal Unit, University of Göteborg, Göteborg, Sweden",,,10.1155/1995/971284,,,,,,
CrossRef,"Santa Casa de São Paulo - FCMSCSP,  Brazil",,,10.1590/2317-1782/20142014135,,,,,,
CrossRef,Department of Psychology; University of California-Los Angeles; Los Angeles; California; USA,,,10.1111/psyp.12001,,,,,,
CrossRef,School of Geography; University of Nottingham; University Park; Nottingham NG7 2RD,,,10.1111/geoj.12191,,,,,,
CrossRef,Concordia University,,,10.1002/jcop.21708,,,,,,
CrossRef,Graduate School of Animal and Food Hygiene; Obihiro University of Agriculture & Veterinary Medicine; Obihiro Hokkaido Japan,,,10.1111/asj.12566,,,,,,
CrossRef,"DBS&H, CEME, National University of Sciences and Technology, Islamabad 44000, Pakistan",,,10.1166/jctn.2016.6020,,,,,,
CrossRef,"NamesforLife, LLC",,,10.1601/ex.25117,http://orcid.org/0000-0002-7436-3176,,,,,
CrossRef,Universidade de São Paulo,,,10.1590/s1415-790x2001000300002,,,,,,
CrossRef,Mannesmann-Forschungsinstitut GmbH; Duisburg-Huckingen,,,10.1002/srin.196504102,,,,,,
CrossRef,"Department of Oral & Maxillofacial Pathology, Drs. Sudha & Nageswara Rao Siddhartha Institute of Dental Sciences, Chinoutpalli, Gannavaram, India",,,10.1155/2016/2582038,,,,,,
CrossRef,School of Civil and Environmental Engineering; Cornell University; Ithaca New York USA,,,10.1029/2004jd004923,,,,,,
CrossRef,"School of Environmental Studies, China University of Geosciences, Wuhan 430074, China",,,10.1155/2015/284181,,,,,,
CrossRef,Ghent University; Ghent Belgium,,,10.1002/9780470015902.a0020864.pub2,,,,,,
CrossRef,"Universidade Federal do Ceará,  Brasil; Secretaria de Saúde do Estado do Ceará",,,10.1590/s0004-27302010000900003,,,,,,
CrossRef,"Department of ICT, KTH University, Stockholm, Sweden",,,10.4018/ijiit.2015100101,,,,,,
CrossRef,"Division of Noninvasive Cardiology; San Raffaele Hospital, IRCCS; Via Olgettina 60, 20132 Milano Italy",,,10.1093/eurjhf/hfs063,,,,,,
CrossRef,Hampton University,,,10.1002/0471028959.sof367,,,,,,
CrossRef,"Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States",,,10.1055/s-0035-1559812,,,,,,
CrossRef,"Massachusetts General Hospital and Division of Pediatric Gastroenterology and Nutrition; Center for Celiac Research, Mucosal Immunology and Biology Research Center; Boston MA USA",,,10.1111/cei.12911,,,,,,
CrossRef,University of Padua,,,10.1111/rest.12142,,,,,,
CrossRef,"Stefan cel Mare University, Romania",,,10.4018/978-1-4666-6324-4.ch031,,,,,,
CrossRef,The Johns Hopkins University Applied Physics Laboratory; Laurel Maryland USA,,,10.1002/2016ja022614,http://orcid.org/0000-0002-5674-4936,,,,,
CrossRef,"Department of Neurological Surgery, Royal Victoria Hospital, Belfast, Northern Ireland",,,10.3171/jns.1980.53.6.0858,,,,,,
CrossRef,"Department of Neurology, Soonchunhyang University Bucheon Hospital, Bucheon, Korea.",,,10.12779/dnd.2015.14.4.168,,,,,,
CrossRef,"Electrical and Electronic Engineering Department, Gifu University, Gifu 501-11",,,10.1143/jpsj.66.1920,,,,,,
CrossRef,University of Colorado School of Medicine; Aurora Colorado,,,10.1111/pedi.12455,,,,,,
CrossRef,"Department of Internal Medicine, Jeju National University Hospital, Jeju National University School of Medicine, Jeju, Korea.",,,10.3904/kjm.2012.83.4.503,,,,,,
CrossRef,"Department of Neurology, University of California, Davis, Sacramento",,,10.1001/jama.2015.3113,,,,,,
CrossRef,Radiation Oncology Department; Medical University of South Carolina; 171 Ashley Avenue Charleston South Carolina 29425,,,10.1120/jacmp.v1i1.2650,,,,,,
CrossRef,"Steinbeis Transfer Centre, Rotwiesenstrasse 22, Stuttgart 70599, Germany",,,10.1155/s1026022600000601,,,,,,
CrossRef,"University of Huddersfield, UK",,,10.4018/978-1-4666-1975-3.ch007,,,,,,
CrossRef,"Department of Environmental Health Engineering, School of Medicine, University of Occupational and Environmental Health",,,10.7888/juoeh.7.45,,,,,,
CrossRef,"Dept. Chem., Northwestern Univ.",,,10.2142/biophys.53.s216_1,,,,,,
CrossRef,Department of Internal Medicine; Saint Elizabeth Health Center; Youngstown; Ohio; USA,,,10.1111/j.1399-3062.2012.00766.x,,,,,,
CrossRef,Instrument Centre for Solid-State NMR Spectroscopy; Department of Chemistry and Interdisciplinary Nanoscience Center (iNANO); Aarhus University; DK-8000; Aarhus C; Denmark,,,10.1111/jace.12024,,,,,,
CrossRef,Helmholtz-Institute for Biomedical Engineering-Biointerface Laboratory; RWTH Aachen University; Germany,,,10.1002/smll.201403014,,,,,,
